sensor,valor,unidade,status,timestamp,ciclo,tipo,nome,estado,codigo,severidade
RES-F-TT,12.5062,C,OK,2026-06-28 10:50:08,280,leitura,,,,
,28.0,,,2026-06-28 10:50:08,280,atuador,BOMBA-Q,PRINCIPAL,,
,28.0,,,2026-06-28 10:50:08,280,atuador,BOMBA-F,PRINCIPAL,,
TQ-MIX-TT,74.3129,C,OK,2026-06-28 10:50:11,281,leitura,,,,
TQ-MIX-LT,73.1043,%,OK,2026-06-28 10:50:11,281,leitura,,,,
TQ-MIX-PT,2.46209,BAR,OK,2026-06-28 10:50:11,281,leitura,,,,
RES-Q-TT,74.3129,C,OK,2026-06-28 10:50:11,281,leitura,,,,
RES-F-TT,12.7866,C,OK,2026-06-28 10:50:11,281,leitura,,,,
,28.0,,,2026-06-28 10:50:11,281,atuador,BOMBA-Q,PRINCIPAL,,
,28.0,,,2026-06-28 10:50:11,281,atuador,BOMBA-F,PRINCIPAL,,
TQ-MIX-TT,12.7402,C,OK,2026-06-28 10:50:14,282,leitura,,,,
TQ-MIX-LT,72.9603,%,OK,2026-06-28 10:50:14,282,leitura,,,,
TQ-MIX-PT,2.45921,BAR,OK,2026-06-28 10:50:14,282,leitura,,,,
RES-Q-TT,74.419,C,OK,2026-06-28 10:50:14,282,leitura,,,,
RES-F-TT,12.7402,C,OK,2026-06-28 10:50:14,282,leitura,,,,
,28.0,,,2026-06-28 10:50:14,282,atuador,BOMBA-Q,PRINCIPAL,,
,28.0,,,2026-06-28 10:50:14,282,atuador,BOMBA-F,PRINCIPAL,,
TQ-MIX-TT,74.4346,C,OK,2026-06-28 10:50:17,283,leitura,,,,
TQ-MIX-LT,72.8163,%,OK,2026-06-28 10:50:17,283,leitura,,,,
TQ-MIX-PT,2.45633,BAR,OK,2026-06-28 10:50:17,283,leitura,,,,
RES-Q-TT,74.4346,C,OK,2026-06-28 10:50:17,283,leitura,,,,
RES-F-TT,12.5219,C,OK,2026-06-28 10:50:17,283,leitura,,,,
,28.0,,,2026-06-28 10:50:17,283,atuador,BOMBA-Q,PRINCIPAL,,
,28.0,,,2026-06-28 10:50:17,283,atuador,BOMBA-F,PRINCIPAL,,
TQ-MIX-TT,12.313,C,OK,2026-06-28 10:50:20,284,leitura,,,,
TQ-MIX-LT,72.6723,%,OK,2026-06-28 10:50:20,284,leitura,,,,
TQ-MIX-PT,2.45345,BAR,OK,2026-06-28 10:50:20,284,leitura,,,,
RES-Q-TT,74.6443,C,OK,2026-06-28 10:50:20,284,leitura,,,,
RES-F-TT,12.313,C,OK,2026-06-28 10:50:20,284,leitura,,,,
,28.0,,,2026-06-28 10:50:20,284,atuador,BOMBA-Q,PRINCIPAL,,
,28.0,,,2026-06-28 10:50:20,284,atuador,BOMBA-F,PRINCIPAL,,
TQ-MIX-TT,74.3622,C,OK,2026-06-28 10:50:23,285,leitura,,,,
TQ-MIX-LT,72.5283,%,OK,2026-06-28 10:50:23,285,leitura,,,,
TQ-MIX-PT,2.45057,BAR,OK,2026-06-28 10:50:23,285,leitura,,,,
RES-Q-TT,74.3622,C,OK,2026-06-28 10:50:23,285,leitura,,,,
RES-F-TT,12.2226,C,OK,2026-06-28 10:50:23,285,leitura,,,,
,28.0,,,2026-06-28 10:50:23,285,atuador,BOMBA-Q,PRINCIPAL,,
,28.0,,,2026-06-28 10:50:23,285,atuador,BOMBA-F,PRINCIPAL,,
TQ-MIX-TT,12.5024,C,OK,2026-06-28 10:50:26,286,leitura,,,,
TQ-MIX-LT,72.3843,%,OK,2026-06-28 10:50:26,286,leitura,,,,
TQ-MIX-PT,2.44769,BAR,OK,2026-06-28 10:50:26,286,leitura,,,,
RES-Q-TT,74.4345,C,OK,2026-06-28 10:50:26,286,leitura,,,,
RES-F-TT,12.5024,C,OK,2026-06-28 10:50:26,286,leitura,,,,
,28.0,,,2026-06-28 10:50:26,286,atuador,BOMBA-Q,PRINCIPAL,,
,28.0,,,2026-06-28 10:50:26,286,atuador,BOMBA-F,PRINCIPAL,,
TQ-MIX-TT,74.5934,C,OK,2026-06-28 10:50:29,287,leitura,,,,
TQ-MIX-LT,72.2403,%,OK,2026-06-28 10:50:29,287,leitura,,,,
TQ-MIX-PT,2.44481,BAR,OK,2026-06-28 10:50:29,287,leitura,,,,
RES-Q-TT,74.5934,C,OK,2026-06-28 10:50:29,287,leitura,,,,
RES-F-TT,12.6936,C,OK,2026-06-28 10:50:29,287,leitura,,,,
,28.0,,,2026-06-28 10:50:29,287,atuador,BOMBA-Q,PRINCIPAL,,
,28.0,,,2026-06-28 10:50:29,287,atuador,BOMBA-F,PRINCIPAL,,
TQ-MIX-TT,12.9304,C,OK,2026-06-28 10:50:32,288,leitura,,,,
TQ-MIX-LT,72.0963,%,OK,2026-06-28 10:50:32,288,leitura,,,,
TQ-MIX-PT,2.44193,BAR,OK,2026-06-28 10:50:32,288,leitura,,,,
RES-Q-TT,74.7699,C,OK,2026-06-28 10:50:32,288,leitura,,,,
RES-F-TT,12.9304,C,OK,2026-06-28 10:50:32,288,leitura,,,,
,28.0,,,2026-06-28 10:50:32,288,atuador,BOMBA-Q,PRINCIPAL,,
,28.0,,,2026-06-28 10:50:32,288,atuador,BOMBA-F,PRINCIPAL,,
TQ-MIX-TT,74.6777,C,OK,2026-06-28 10:50:35,289,leitura,,,,
TQ-MIX-LT,71.9523,%,OK,2026-06-28 10:50:35,289,leitura,,,,
TQ-MIX-PT,2.43905,BAR,OK,2026-06-28 10:50:35,289,leitura,,,,
RES-Q-TT,74.6777,C,OK,2026-06-28 10:50:35,289,leitura,,,,
RES-F-TT,12.8533,C,OK,2026-06-28 10:50:35,289,leitura,,,,
,28.0,,,2026-06-28 10:50:35,289,atuador,BOMBA-Q,PRINCIPAL,,
,28.0,,,2026-06-28 10:50:35,289,atuador,BOMBA-F,PRINCIPAL,,
TQ-MIX-TT,12.6138,C,OK,2026-06-28 10:50:38,290,leitura,,,,
TQ-MIX-LT,71.8083,%,OK,2026-06-28 10:50:38,290,leitura,,,,
TQ-MIX-PT,2.43617,BAR,OK,2026-06-28 10:50:38,290,leitura,,,,
RES-Q-TT,74.5618,C,OK,2026-06-28 10:50:38,290,leitura,,,,
RES-F-TT,12.6138,C,OK,2026-06-28 10:50:38,290,leitura,,,,
,28.0,,,2026-06-28 10:50:38,290,atuador,BOMBA-Q,PRINCIPAL,,
,28.0,,,2026-06-28 10:50:38,290,atuador,BOMBA-F,PRINCIPAL,,
TQ-MIX-TT,74.8017,C,OK,2026-06-28 10:50:41,291,leitura,,,,
TQ-MIX-LT,71.6643,%,OK,2026-06-28 10:50:41,291,leitura,,,,
TQ-MIX-PT,2.43329,BAR,OK,2026-06-28 10:50:41,291,leitura,,,,
RES-Q-TT,74.8017,C,OK,2026-06-28 10:50:41,291,leitura,,,,
RES-F-TT,12.8286,C,OK,2026-06-28 10:50:41,291,leitura,,,,
,28.0,,,2026-06-28 10:50:41,291,atuador,BOMBA-Q,PRINCIPAL,,
,28.0,,,2026-06-28 10:50:41,291,atuador,BOMBA-F,PRINCIPAL,,
TQ-MIX-TT,12.8189,C,OK,2026-06-28 10:50:44,292,leitura,,,,
TQ-MIX-LT,71.5203,%,OK,2026-06-28 10:50:44,292,leitura,,,,
TQ-MIX-PT,2.43041,BAR,OK,2026-06-28 10:50:44,292,leitura,,,,
RES-Q-TT,74.846,C,OK,2026-06-28 10:50:44,292,leitura,,,,
RES-F-TT,12.8189,C,OK,2026-06-28 10:50:44,292,leitura,,,,
,28.0,,,2026-06-28 10:50:44,292,atuador,BOMBA-Q,PRINCIPAL,,
,28.0,,,2026-06-28 10:50:44,292,atuador,BOMBA-F,PRINCIPAL,,
TQ-MIX-TT,74.6019,C,OK,2026-06-28 10:50:47,293,leitura,,,,
TQ-MIX-LT,71.3763,%,OK,2026-06-28 10:50:47,293,leitura,,,,
TQ-MIX-PT,2.42753,BAR,OK,2026-06-28 10:50:47,293,leitura,,,,
RES-Q-TT,74.6019,C,OK,2026-06-28 10:50:47,293,leitura,,,,
RES-F-TT,13.0772,C,OK,2026-06-28 10:50:47,293,leitura,,,,
,28.0,,,2026-06-28 10:50:47,293,atuador,BOMBA-Q,PRINCIPAL,,
,28.0,,,2026-06-28 10:50:47,293,atuador,BOMBA-F,PRINCIPAL,,
TQ-MIX-TT,12.8645,C,OK,2026-06-28 10:50:50,294,leitura,,,,
TQ-MIX-LT,71.2323,%,OK,2026-06-28 10:50:50,294,leitura,,,,
TQ-MIX-PT,2.42465,BAR,OK,2026-06-28 10:50:50,294,leitura,,,,
RES-Q-TT,74.5485,C,OK,2026-06-28 10:50:50,294,leitura,,,,
RES-F-TT,12.8645,C,OK,2026-06-28 10:50:50,294,leitura,,,,
,28.0,,,2026-06-28 10:50:50,294,atuador,BOMBA-Q,PRINCIPAL,,
,28.0,,,2026-06-28 10:50:50,294,atuador,BOMBA-F,PRINCIPAL,,
TQ-MIX-TT,74.6583,C,OK,2026-06-28 10:50:53,295,leitura,,,,
TQ-MIX-LT,71.0883,%,OK,2026-06-28 10:50:53,295,leitura,,,,
TQ-MIX-PT,2.42177,BAR,OK,2026-06-28 10:50:53,295,leitura,,,,
RES-Q-TT,74.6583,C,OK,2026-06-28 10:50:53,295,leitura,,,,
RES-F-TT,13.0479,C,OK,2026-06-28 10:50:53,295,leitura,,,,
,28.0,,,2026-06-28 10:50:53,295,atuador,BOMBA-Q,PRINCIPAL,,
,28.0,,,2026-06-28 10:50:53,295,atuador,BOMBA-F,PRINCIPAL,,
TQ-MIX-TT,12.8999,C,OK,2026-06-28 10:50:56,296,leitura,,,,
TQ-MIX-LT,70.9443,%,OK,2026-06-28 10:50:56,296,leitura,,,,
TQ-MIX-PT,2.41889,BAR,OK,2026-06-28 10:50:56,296,leitura,,,,
RES-Q-TT,74.8805,C,OK,2026-06-28 10:50:56,296,leitura,,,,
RES-F-TT,12.8999,C,OK,2026-06-28 10:50:56,296,leitura,,,,
,28.0,,,2026-06-28 10:50:56,296,atuador,BOMBA-Q,PRINCIPAL,,
,28.0,,,2026-06-28 10:50:56,296,atuador,BOMBA-F,PRINCIPAL,,
TQ-MIX-TT,75.0367,C,OK,2026-06-28 10:50:59,297,leitura,,,,
TQ-MIX-LT,70.8003,%,OK,2026-06-28 10:50:59,297,leitura,,,,
TQ-MIX-PT,2.41601,BAR,OK,2026-06-28 10:50:59,297,leitura,,,,
RES-Q-TT,75.0367,C,OK,2026-06-28 10:50:59,297,leitura,,,,
RES-F-TT,12.6204,C,OK,2026-06-28 10:50:59,297,leitura,,,,
,28.0,,,2026-06-28 10:50:59,297,atuador,BOMBA-Q,PRINCIPAL,,
,28.0,,,2026-06-28 10:50:59,297,atuador,BOMBA-F,PRINCIPAL,,
TQ-MIX-TT,12.436,C,OK,2026-06-28 10:51:02,298,leitura,,,,
TQ-MIX-LT,70.6563,%,OK,2026-06-28 10:51:02,298,leitura,,,,
TQ-MIX-PT,2.41313,BAR,OK,2026-06-28 10:51:02,298,leitura,,,,
RES-Q-TT,75.1301,C,OK,2026-06-28 10:51:02,298,leitura,,,,
RES-F-TT,12.436,C,OK,2026-06-28 10:51:02,298,leitura,,,,
,28.0,,,2026-06-28 10:51:02,298,atuador,BOMBA-Q,PRINCIPAL,,
,28.0,,,2026-06-28 10:51:02,298,atuador,BOMBA-F,PRINCIPAL,,
TQ-MIX-TT,75.2282,C,OK,2026-06-28 10:51:05,299,leitura,,,,
TQ-MIX-LT,70.5123,%,OK,2026-06-28 10:51:05,299,leitura,,,,
TQ-MIX-PT,2.41025,BAR,OK,2026-06-28 10:51:05,299,leitura,,,,
RES-Q-TT,75.2282,C,OK,2026-06-28 10:51:05,299,leitura,,,,
RES-F-TT,12.7139,C,OK,2026-06-28 10:51:05,299,leitura,,,,
,28.0,,,2026-06-28 10:51:05,299,atuador,BOMBA-Q,PRINCIPAL,,
,28.0,,,2026-06-28 10:51:05,299,atuador,BOMBA-F,PRINCIPAL,,
TQ-MIX-TT,12.4655,C,OK,2026-06-28 10:51:08,300,leitura,,,,
TQ-MIX-LT,70.3683,%,OK,2026-06-28 10:51:08,300,leitura,,,,
TQ-MIX-PT,2.40737,BAR,OK,2026-06-28 10:51:08,300,leitura,,,,
RES-Q-TT,75.2399,C,OK,2026-06-28 10:51:08,300,leitura,,,,
RES-F-TT,12.4655,C,OK,2026-06-28 10:51:08,300,leitura,,,,
,28.0,,,2026-06-28 10:51:08,300,atuador,BOMBA-Q,PRINCIPAL,,
,28.0,,,2026-06-28 10:51:08,300,atuador,BOMBA-F,PRINCIPAL,,
TQ-MIX-TT,75.1559,C,OK,2026-06-28 10:51:11,301,leitura,,,,
TQ-MIX-LT,70.2243,%,OK,2026-06-28 10:51:11,301,leitura,,,,
TQ-MIX-PT,2.40449,BAR,OK,2026-06-28 10:51:11,301,leitura,,,,
RES-Q-TT,75.1559,C,OK,2026-06-28 10:51:11,301,leitura,,,,
RES-F-TT,12.5575,C,OK,2026-06-28 10:51:11,301,leitura,,,,
,28.0,,,2026-06-28 10:51:11,301,atuador,BOMBA-Q,PRINCIPAL,,
,28.0,,,2026-06-28 10:51:11,301,atuador,BOMBA-F,PRINCIPAL,,
TQ-MIX-TT,12.2597,C,OK,2026-06-28 10:51:14,302,leitura,,,,
TQ-MIX-LT,70.0803,%,OK,2026-06-28 10:51:14,302,leitura,,,,
TQ-MIX-PT,2.40161,BAR,OK,2026-06-28 10:51:14,302,leitura,,,,
RES-Q-TT,75.1664,C,OK,2026-06-28 10:51:14,302,leitura,,,,
RES-F-TT,12.2597,C,OK,2026-06-28 10:51:14,302,leitura,,,,
,28.0,,,2026-06-28 10:51:14,302,atuador,BOMBA-Q,PRINCIPAL,,
,28.0,,,2026-06-28 10:51:14,302,atuador,BOMBA-F,PRINCIPAL,,
TQ-MIX-TT,75.22,C,OK,2026-06-28 10:51:17,303,leitura,,,,
TQ-MIX-LT,69.9363,%,OK,2026-06-28 10:51:17,303,leitura,,,,
TQ-MIX-PT,2.39873,BAR,OK,2026-06-28 10:51:17,303,leitura,,,,
RES-Q-TT,75.22,C,OK,2026-06-28 10:51:17,303,leitura,,,,
RES-F-TT,11.9775,C,OK,2026-06-28 10:51:17,303,leitura,,,,
,28.0,,,2026-06-28 10:51:17,303,atuador,BOMBA-Q,PRINCIPAL,,
,28.0,,,2026-06-28 10:51:17,303,atuador,BOMBA-F,PRINCIPAL,,
TQ-MIX-TT,12.1814,C,OK,2026-06-28 10:51:20,304,leitura,,,,
TQ-MIX-LT,69.7923,%,OK,2026-06-28 10:51:20,304,leitura,,,,
TQ-MIX-PT,2.3958500000000003,BAR,OK,2026-06-28 10:51:20,304,leitura,,,,
RES-Q-TT,75.1656,C,OK,2026-06-28 10:51:20,304,leitura,,,,
RES-F-TT,12.1814,C,OK,2026-06-28 10:51:20,304,leitura,,,,
,28.0,,,2026-06-28 10:51:20,304,atuador,BOMBA-Q,PRINCIPAL,,
,28.0,,,2026-06-28 10:51:20,304,atuador,BOMBA-F,PRINCIPAL,,
TQ-MIX-TT,75.0646,C,OK,2026-06-28 10:51:23,305,leitura,,,,
TQ-MIX-LT,69.6483,%,OK,2026-06-28 10:51:23,305,leitura,,,,
TQ-MIX-PT,2.39297,BAR,OK,2026-06-28 10:51:23,305,leitura,,,,
RES-Q-TT,75.0646,C,OK,2026-06-28 10:51:23,305,leitura,,,,
RES-F-TT,12.3205,C,OK,2026-06-28 10:51:23,305,leitura,,,,
,28.0,,,2026-06-28 10:51:23,305,atuador,BOMBA-Q,PRINCIPAL,,
,28.0,,,2026-06-28 10:51:23,305,atuador,BOMBA-F,PRINCIPAL,,
TQ-MIX-TT,12.6057,C,OK,2026-06-28 10:51:26,306,leitura,,,,
TQ-MIX-LT,69.5043,%,OK,2026-06-28 10:51:26,306,leitura,,,,
TQ-MIX-PT,2.39009,BAR,OK,2026-06-28 10:51:26,306,leitura,,,,
RES-Q-TT,74.7321,C,OK,2026-06-28 10:51:26,306,leitura,,,,
RES-F-TT,12.6057,C,OK,2026-06-28 10:51:26,306,leitura,,,,
,28.0,,,2026-06-28 10:51:26,306,atuador,BOMBA-Q,PRINCIPAL,,
,28.0,,,2026-06-28 10:51:26,306,atuador,BOMBA-F,PRINCIPAL,,
TQ-MIX-TT,74.4622,C,OK,2026-06-28 10:51:29,307,leitura,,,,
TQ-MIX-LT,69.3603,%,OK,2026-06-28 10:51:29,307,leitura,,,,
TQ-MIX-PT,2.38721,BAR,OK,2026-06-28 10:51:29,307,leitura,,,,
RES-Q-TT,74.4622,C,OK,2026-06-28 10:51:29,307,leitura,,,,
RES-F-TT,12.8158,C,OK,2026-06-28 10:51:29,307,leitura,,,,
,28.0,,,2026-06-28 10:51:29,307,atuador,BOMBA-Q,PRINCIPAL,,
,28.0,,,2026-06-28 10:51:29,307,atuador,BOMBA-F,PRINCIPAL,,
TQ-MIX-TT,13.0582,C,OK,2026-06-28 10:51:32,308,leitura,,,,
TQ-MIX-LT,69.2163,%,OK,2026-06-28 10:51:32,308,leitura,,,,
TQ-MIX-PT,2.38433,BAR,OK,2026-06-28 10:51:32,308,leitura,,,,
RES-Q-TT,74.3694,C,OK,2026-06-28 10:51:32,308,leitura,,,,
RES-F-TT,13.0582,C,OK,2026-06-28 10:51:32,308,leitura,,,,
,28.0,,,2026-06-28 10:51:32,308,atuador,BOMBA-Q,PRINCIPAL,,
,28.0,,,2026-06-28 10:51:32,308,atuador,BOMBA-F,PRINCIPAL,,
TQ-MIX-TT,74.2438,C,OK,2026-06-28 10:51:35,309,leitura,,,,
TQ-MIX-LT,69.0723,%,OK,2026-06-28 10:51:35,309,leitura,,,,
TQ-MIX-PT,2.38145,BAR,OK,2026-06-28 10:51:35,309,leitura,,,,
RES-Q-TT,74.2438,C,OK,2026-06-28 10:51:35,309,leitura,,,,
RES-F-TT,13.1298,C,OK,2026-06-28 10:51:35,309,leitura,,,,
,28.0,,,2026-06-28 10:51:35,309,atuador,BOMBA-Q,PRINCIPAL,,
,28.0,,,2026-06-28 10:51:35,309,atuador,BOMBA-F,PRINCIPAL,,
TQ-MIX-TT,13.1253,C,OK,2026-06-28 10:51:38,310,leitura,,,,
TQ-MIX-LT,68.9283,%,OK,2026-06-28 10:51:38,310,leitura,,,,
TQ-MIX-PT,2.37857,BAR,OK,2026-06-28 10:51:38,310,leitura,,,,
RES-Q-TT,74.0303,C,OK,2026-06-28 10:51:38,310,leitura,,,,
RES-F-TT,13.1253,C,OK,2026-06-28 10:51:38,310,leitura,,,,
,28.0,,,2026-06-28 10:51:38,310,atuador,BOMBA-Q,PRINCIPAL,,
,28.0,,,2026-06-28 10:51:38,310,atuador,BOMBA-F,PRINCIPAL,,
TQ-MIX-TT,74.0004,C,OK,2026-06-28 10:51:41,311,leitura,,,,
TQ-MIX-LT,68.7843,%,OK,2026-06-28 10:51:41,311,leitura,,,,
TQ-MIX-PT,2.37569,BAR,OK,2026-06-28 10:51:41,311,leitura,,,,
RES-Q-TT,74.0004,C,OK,2026-06-28 10:51:41,311,leitura,,,,
RES-F-TT,12.9205,C,OK,2026-06-28 10:51:41,311,leitura,,,,
,28.0,,,2026-06-28 10:51:41,311,atuador,BOMBA-Q,PRINCIPAL,,
,28.0,,,2026-06-28 10:51:41,311,atuador,BOMBA-F,PRINCIPAL,,
TQ-MIX-TT,13.0364,C,OK,2026-06-28 10:51:44,312,leitura,,,,
TQ-MIX-LT,68.6403,%,OK,2026-06-28 10:51:44,312,leitura,,,,
TQ-MIX-PT,2.37281,BAR,OK,2026-06-28 10:51:44,312,leitura,,,,
RES-Q-TT,74.0031,C,OK,2026-06-28 10:51:44,312,leitura,,,,
RES-F-TT,13.0364,C,OK,2026-06-28 10:51:44,312,leitura,,,,
,28.0,,,2026-06-28 10:51:44,312,atuador,BOMBA-Q,PRINCIPAL,,
,28.0,,,2026-06-28 10:51:44,312,atuador,BOMBA-F,PRINCIPAL,,
TQ-MIX-TT,74.2127,C,OK,2026-06-28 10:51:47,313,leitura,,,,
TQ-MIX-LT,68.4963,%,OK,2026-06-28 10:51:47,313,leitura,,,,
TQ-MIX-PT,2.36993,BAR,OK,2026-06-28 10:51:47,313,leitura,,,,
RES-Q-TT,74.2127,C,OK,2026-06-28 10:51:47,313,leitura,,,,
RES-F-TT,12.928,C,OK,2026-06-28 10:51:47,313,leitura,,,,
,28.0,,,2026-06-28 10:51:47,313,atuador,BOMBA-Q,PRINCIPAL,,
,28.0,,,2026-06-28 10:51:47,313,atuador,BOMBA-F,PRINCIPAL,,
TQ-MIX-TT,13.1019,C,OK,2026-06-28 10:51:50,314,leitura,,,,
TQ-MIX-LT,68.3523,%,OK,2026-06-28 10:51:50,314,leitura,,,,
TQ-MIX-PT,2.36705,BAR,OK,2026-06-28 10:51:50,314,leitura,,,,
RES-Q-TT,74.1547,C,OK,2026-06-28 10:51:50,314,leitura,,,,
RES-F-TT,13.1019,C,OK,2026-06-28 10:51:50,314,leitura,,,,
,28.0,,,2026-06-28 10:51:50,314,atuador,BOMBA-Q,PRINCIPAL,,
,28.0,,,2026-06-28 10:51:50,314,atuador,BOMBA-F,PRINCIPAL,,
TQ-MIX-TT,73.8921,C,OK,2026-06-28 10:51:53,315,leitura,,,,
TQ-MIX-LT,68.2083,%,OK,2026-06-28 10:51:53,315,leitura,,,,
TQ-MIX-PT,2.36417,BAR,OK,2026-06-28 10:51:53,315,leitura,,,,
RES-Q-TT,73.8921,C,OK,2026-06-28 10:51:53,315,leitura,,,,
RES-F-TT,12.8879,C,OK,2026-06-28 10:51:53,315,leitura,,,,
,28.0,,,2026-06-28 10:51:53,315,atuador,BOMBA-Q,PRINCIPAL,,
,28.0,,,2026-06-28 10:51:53,315,atuador,BOMBA-F,PRINCIPAL,,
TQ-MIX-TT,12.6481,C,OK,2026-06-28 10:51:56,316,leitura,,,,
TQ-MIX-LT,68.0643,%,OK,2026-06-28 10:51:56,316,leitura,,,,
TQ-MIX-PT,2.36129,BAR,OK,2026-06-28 10:51:56,316,leitura,,,,
RES-Q-TT,73.9067,C,OK,2026-06-28 10:51:56,316,leitura,,,,
RES-F-TT,12.6481,C,OK,2026-06-28 10:51:56,316,leitura,,,,
,28.0,,,2026-06-28 10:51:56,316,atuador,BOMBA-Q,PRINCIPAL,,
,28.0,,,2026-06-28 10:51:56,316,atuador,BOMBA-F,PRINCIPAL,,
TQ-MIX-TT,74.0895,C,OK,2026-06-28 10:51:59,317,leitura,,,,
TQ-MIX-LT,67.9203,%,OK,2026-06-28 10:51:59,317,leitura,,,,
TQ-MIX-PT,2.35841,BAR,OK,2026-06-28 10:51:59,317,leitura,,,,
RES-Q-TT,74.0895,C,OK,2026-06-28 10:51:59,317,leitura,,,,
RES-F-TT,12.6114,C,OK,2026-06-28 10:51:59,317,leitura,,,,
,28.0,,,2026-06-28 10:51:59,317,atuador,BOMBA-Q,PRINCIPAL,,
,28.0,,,2026-06-28 10:51:59,317,atuador,BOMBA-F,PRINCIPAL,,
TQ-MIX-TT,12.8327,C,OK,2026-06-28 10:52:02,318,leitura,,,,
TQ-MIX-LT,67.7763,%,OK,2026-06-28 10:52:02,318,leitura,,,,
TQ-MIX-PT,2.35553,BAR,OK,2026-06-28 10:52:02,318,leitura,,,,
RES-Q-TT,74.1944,C,OK,2026-06-28 10:52:02,318,leitura,,,,
RES-F-TT,12.8327,C,OK,2026-06-28 10:52:02,318,leitura,,,,
,28.0,,,2026-06-28 10:52:02,318,atuador,BOMBA-Q,PRINCIPAL,,
,28.0,,,2026-06-28 10:52:02,318,atuador,BOMBA-F,PRINCIPAL,,
TQ-MIX-TT,74.3038,C,OK,2026-06-28 10:52:05,319,leitura,,,,
TQ-MIX-LT,67.6323,%,OK,2026-06-28 10:52:05,319,leitura,,,,
TQ-MIX-PT,2.35265,BAR,OK,2026-06-28 10:52:05,319,leitura,,,,
RES-Q-TT,74.3038,C,OK,2026-06-28 10:52:05,319,leitura,,,,
RES-F-TT,13.0241,C,OK,2026-06-28 10:52:05,319,leitura,,,,
,28.0,,,2026-06-28 10:52:05,319,atuador,BOMBA-Q,PRINCIPAL,,
,28.0,,,2026-06-28 10:52:05,319,atuador,BOMBA-F,PRINCIPAL,,
TQ-MIX-TT,12.8038,C,OK,2026-06-28 10:52:08,320,leitura,,,,
TQ-MIX-LT,67.4883,%,OK,2026-06-28 10:52:08,320,leitura,,,,
TQ-MIX-PT,2.34977,BAR,OK,2026-06-28 10:52:08,320,leitura,,,,
RES-Q-TT,74.2958,C,OK,2026-06-28 10:52:08,320,leitura,,,,
RES-F-TT,12.8038,C,OK,2026-06-28 10:52:08,320,leitura,,,,
,28.0,,,2026-06-28 10:52:08,320,atuador,BOMBA-Q,PRINCIPAL,,
,28.0,,,2026-06-28 10:52:08,320,atuador,BOMBA-F,PRINCIPAL,,
TQ-MIX-TT,74.0298,C,OK,2026-06-28 10:52:11,321,leitura,,,,
TQ-MIX-LT,67.3443,%,OK,2026-06-28 10:52:11,321,leitura,,,,
TQ-MIX-PT,2.34689,BAR,OK,2026-06-28 10:52:11,321,leitura,,,,
RES-Q-TT,74.0298,C,OK,2026-06-28 10:52:11,321,leitura,,,,
RES-F-TT,12.7785,C,OK,2026-06-28 10:52:11,321,leitura,,,,
,28.0,,,2026-06-28 10:52:11,321,atuador,BOMBA-Q,PRINCIPAL,,
,28.0,,,2026-06-28 10:52:11,321,atuador,BOMBA-F,PRINCIPAL,,
TQ-MIX-TT,12.8136,C,OK,2026-06-28 10:52:14,322,leitura,,,,
TQ-MIX-LT,67.2003,%,OK,2026-06-28 10:52:14,322,leitura,,,,
TQ-MIX-PT,2.34401,BAR,OK,2026-06-28 10:52:14,322,leitura,,,,
RES-Q-TT,74.1316,C,OK,2026-06-28 10:52:14,322,leitura,,,,
RES-F-TT,12.8136,C,OK,2026-06-28 10:52:14,322,leitura,,,,
,28.0,,,2026-06-28 10:52:14,322,atuador,BOMBA-Q,PRINCIPAL,,
,28.0,,,2026-06-28 10:52:14,322,atuador,BOMBA-F,PRINCIPAL,,
TQ-MIX-TT,74.3854,C,OK,2026-06-28 10:52:17,323,leitura,,,,
TQ-MIX-LT,67.0563,%,OK,2026-06-28 10:52:17,323,leitura,,,,
TQ-MIX-PT,2.34113,BAR,OK,2026-06-28 10:52:17,323,leitura,,,,
RES-Q-TT,74.3854,C,OK,2026-06-28 10:52:17,323,leitura,,,,
RES-F-TT,13.082,C,OK,2026-06-28 10:52:17,323,leitura,,,,
,28.0,,,2026-06-28 10:52:17,323,atuador,BOMBA-Q,PRINCIPAL,,
,28.0,,,2026-06-28 10:52:17,323,atuador,BOMBA-F,PRINCIPAL,,
TQ-MIX-TT,13.254,C,OK,2026-06-28 10:52:20,324,leitura,,,,
TQ-MIX-LT,66.9123,%,OK,2026-06-28 10:52:20,324,leitura,,,,
TQ-MIX-PT,2.33825,BAR,OK,2026-06-28 10:52:20,324,leitura,,,,
RES-Q-TT,74.1226,C,OK,2026-06-28 10:52:20,324,leitura,,,,
RES-F-TT,13.254,C,OK,2026-06-28 10:52:20,324,leitura,,,,
,28.0,,,2026-06-28 10:52:20,324,atuador,BOMBA-Q,PRINCIPAL,,
,28.0,,,2026-06-28 10:52:20,324,atuador,BOMBA-F,PRINCIPAL,,
TQ-MIX-TT,74.3393,C,OK,2026-06-28 10:52:23,325,leitura,,,,
TQ-MIX-LT,66.7683,%,OK,2026-06-28 10:52:23,325,leitura,,,,
TQ-MIX-PT,2.33537,BAR,OK,2026-06-28 10:52:23,325,leitura,,,,
RES-Q-TT,74.3393,C,OK,2026-06-28 10:52:23,325,leitura,,,,
RES-F-TT,13.1498,C,OK,2026-06-28 10:52:23,325,leitura,,,,
,28.0,,,2026-06-28 10:52:23,325,atuador,BOMBA-Q,PRINCIPAL,,
